encoder__Dependents,encoder__PaymentMethod,encoder__InternetService,encoder__tenure_group,remainder__SeniorCitizen,remainder__Partner,remainder__Tenure,remainder__Contract,remainder__PaperlessBilling,remainder__MonthlyCharges,remainder__TotalCharges,remainder__OnlineSecurity,remainder__OnlineBackup,remainder__DeviceProtection,remainder__TechSupport,remainder__service_diversity,remainder__monthly_charges_ratio,remainder__is_paperless_electronic
1.0,1.0,1.0,5.0,0,1,63,1,1,80.3,4896.35,0,1,1,0,2,1.234763878566822,1
0.0,0.0,1.0,4.0,0,1,59,12,1,99.5,5961.1,0,0,1,0,1,1.530000073691143,1
0.0,3.0,2.0,0.0,0,0,6,12,0,20.6,116.6,0,0,0,0,0,0.3167638343521362,0
0.0,2.0,2.0,1.0,0,0,13,12,1,19.95,253.8,0,0,0,0,0,0.30676885899636486,0
1.0,3.0,2.0,4.0,0,1,59,24,0,20.6,1286.0,0,0,0,0,0,0.3167638343521362,0
1.0,1.0,0.0,5.0,0,1,72,24,1,91.95,6614.9,1,1,1,1,4,1.413904590712569,1
1.0,3.0,2.0,4.0,0,1,56,24,1,24.45,1385.85,0,0,0,0,0,0.37596484222862764,0
0.0,3.0,2.0,0.0,0,1,8,24,1,19.85,146.6,0,0,0,0,0,0.3052311704800924,0
1.0,0.0,1.0,0.0,0,0,8,1,0,84.5,662.65,0,0,0,0,0,1.2993467962502672,0
0.0,0.0,1.0,5.0,0,1,72,24,0,105.6,7581.5,1,1,1,1,4,1.623799073183766,0
0.0,0.0,1.0,5.0,1,1,72,12,1,106.85,7677.4,1,1,0,0,2,1.6430201796371722,1
0.0,0.0,2.0,0.0,0,1,12,12,0,19.8,202.25,0,0,0,0,0,0.3044623262219561,0
0.0,3.0,2.0,0.0,0,0,1,1,0,19.95,19.95,0,0,0,0,0,0.30676885899636486,0
0.0,1.0,2.0,5.0,0,1,61,24,0,20.55,1305.95,0,0,0,0,0,0.3159949900939999,0
0.0,1.0,1.0,2.0,0,0,30,1,1,94.3,2679.7,1,1,0,0,2,1.4500402708449727,1
0.0,2.0,1.0,5.0,1,1,61,1,1,82.15,4904.85,0,1,0,0,1,1.2632111161178634,0
0.0,3.0,2.0,0.0,0,0,8,1,0,19.2,156.85,0,0,0,0,0,0.2952361951243211,0
0.0,1.0,1.0,0.0,0,0,9,1,1,99.3,918.75,0,1,0,0,1,1.526924696658598,1
0.0,2.0,1.0,5.0,0,1,67,12,1,111.3,7482.1,1,1,1,0,3,1.7114473186112986,0
1.0,1.0,1.0,5.0,0,1,72,24,0,109.55,7887.25,1,1,1,0,3,1.6845377695765298,0
1.0,1.0,0.0,4.0,0,1,53,1,0,65.0,3363.8,0,1,0,1,2,0.9994975355771286,0
1.0,2.0,0.0,1.0,0,1,20,1,1,49.6,939.8,0,0,1,0,1,0.7626935040711628,0
0.0,1.0,0.0,5.0,0,1,72,24,0,89.85,6562.9,1,1,1,1,4,1.3816131318708462,0
0.0,3.0,0.0,3.0,0,0,40,12,1,50.25,2023.55,0,0,1,0,1,0.7726884794269341,0
0.0,2.0,0.0,2.0,1,0,30,1,1,74.75,2111.3,1,1,0,0,2,1.1494221659136978,0
0.0,1.0,0.0,1.0,0,0,15,12,0,65.6,1010.0,1,1,1,1,4,1.0087236666747637,0
0.0,2.0,1.0,4.0,0,0,58,12,1,107.75,6332.75,1,1,1,0,3,1.6568593762836248,0
0.0,2.0,0.0,0.0,1,0,3,1,0,45.0,127.1,0,0,0,0,0,0.6919598323226275,0
0.0,3.0,0.0,2.0,0,1,32,12,0,70.5,2201.75,1,1,0,1,3,1.0840704039721165,0
0.0,0.0,0.0,1.0,0,0,13,1,1,30.85,394.1,1,0,0,0,1,0.474376907270068,1
0.0,1.0,1.0,5.0,1,1,72,24,1,84.8,6141.65,1,1,0,1,3,1.3039598617990846,1
0.0,3.0,2.0,0.0,0,0,2,1,0,19.3,44.4,0,0,0,0,0,0.2967738836405936,0
0.0,2.0,1.0,1.0,1,0,14,1,0,78.85,1043.8,1,1,0,0,2,1.2124673950808706,0
0.0,3.0,2.0,1.0,0,0,17,1,0,24.8,475.25,0,0,0,0,0,0.3813467520355814,0
0.0,2.0,1.0,2.0,0,0,29,1,1,84.9,2516.2,0,0,0,0,0,1.3054975503153574,0
1.0,2.0,2.0,3.0,0,1,42,24,0,22.95,1014.25,0,0,0,0,0,0.35289951448454004,0
0.0,0.0,2.0,4.0,1,0,51,12,0,25.0,1260.7,0,0,0,0,0,0.3844221290681264,0
0.0,3.0,1.0,0.0,0,0,1,1,0,75.3,75.3,1,0,0,0,1,1.1578794527531966,0
0.0,1.0,2.0,5.0,0,1,68,24,0,25.8,1911.5,0,0,0,0,0,0.39672363719830644,0
0.0,1.0,0.0,4.0,0,0,52,12,0,74.0,3877.65,1,0,1,1,3,1.1378895020416542,0
0.0,1.0,1.0,5.0,0,0,69,24,1,110.05,7430.75,1,1,1,0,3,1.6922262121578924,1
0.0,1.0,2.0,1.0,0,0,22,1,1,24.85,493.4,0,0,0,0,0,0.38211559629371766,1
0.0,0.0,0.0,3.0,0,1,40,12,0,63.9,2635.0,0,1,0,0,1,0.9825829618981311,0
0.0,3.0,0.0,3.0,0,1,43,12,1,56.35,2391.15,0,0,0,0,0,0.8664874789195569,0
0.0,2.0,1.0,0.0,0,0,1,1,1,69.5,69.5,0,0,0,0,0,1.0686935188093913,0
1.0,3.0,2.0,4.0,0,0,56,24,1,24.8,1424.2,0,0,0,0,0,0.3813467520355814,0
1.0,1.0,0.0,5.0,0,1,72,24,0,66.75,4760.3,1,1,0,1,3,1.0264070846118976,0
0.0,0.0,0.0,1.0,0,0,14,1,0,50.1,709.5,1,0,0,0,1,0.7703819466525254,0
1.0,0.0,2.0,1.0,0,1,23,24,0,20.4,478.75,0,0,0,0,0,0.3136884573195911,0
0.0,2.0,0.0,0.0,0,0,2,1,1,47.8,92.45,1,0,0,0,1,0.7350151107782577,0
0.0,1.0,1.0,5.0,0,1,66,24,1,106.05,6981.35,1,0,1,0,2,1.6307186715069921,1
0.0,1.0,1.0,3.0,1,1,38,12,0,95.0,3591.25,1,1,0,0,2,1.4608040904588804,0
0.0,2.0,1.0,0.0,1,1,1,1,1,69.25,69.25,0,0,0,0,0,1.06484929751871,0
0.0,0.0,0.0,5.0,0,1,72,24,1,79.35,5753.25,1,1,0,1,3,1.220155837662233,1
0.0,1.0,1.0,2.0,0,1,33,1,1,95.0,3008.15,0,0,1,1,2,1.4608040904588804,1
0.0,3.0,0.0,2.0,0,0,25,12,0,74.3,1863.8,1,1,1,1,4,1.1425025675904716,0
1.0,2.0,1.0,0.0,0,0,5,1,1,69.7,316.9,0,0,0,0,0,1.0717688958419365,0
0.0,2.0,1.0,2.0,0,0,34,1,1,105.35,3540.65,0,1,0,1,2,1.6199548518930846,0
0.0,3.0,0.0,0.0,0,0,3,1,0,55.15,159.15,0,0,0,0,0,0.8480352167242868,0
0.0,2.0,1.0,2.0,1,1,27,1,1,95.55,2510.2,0,1,1,0,2,1.4692613772983791,0
0.0,0.0,1.0,4.0,0,0,59,1,1,99.45,5623.7,1,1,1,0,3,1.5292312294330068,1
1.0,3.0,0.0,0.0,0,1,5,1,0,44.8,220.45,0,0,0,0,0,0.6888844552900825,0
0.0,3.0,0.0,3.0,0,1,44,12,1,61.5,2722.2,1,1,1,0,3,0.945678437507591,0
1.0,1.0,0.0,5.0,0,1,69,24,0,61.4,4059.85,1,0,0,1,2,0.9441407489913184,0
0.0,0.0,1.0,2.0,0,0,25,1,1,94.7,2362.1,0,0,0,0,0,1.456191024910063,1
0.0,0.0,2.0,4.0,0,0,52,24,0,21.0,1107.2,0,0,0,0,0,0.3229145884172262,0
0.0,3.0,2.0,1.0,0,0,21,1,0,20.0,417.7,0,0,0,0,0,0.30753770325450114,0
0.0,2.0,1.0,0.0,1,0,2,1,0,70.75,154.85,0,0,0,0,0,1.0879146252627978,0
1.0,3.0,2.0,2.0,0,1,30,24,0,19.7,599.25,0,0,0,0,0,0.3029246377056836,0
0.0,3.0,0.0,3.0,0,1,40,1,1,50.15,2058.5,0,1,0,0,1,0.7711507909106615,0
0.0,2.0,1.0,0.0,0,1,8,1,1,90.25,743.75,0,0,0,1,1,1.3877638859359362,0
0.0,1.0,2.0,5.0,0,1,61,12,1,20.55,1252.0,0,0,0,0,0,0.3159949900939999,1
0.0,2.0,2.0,3.0,0,0,41,1,0,20.45,775.6,0,0,0,0,0,0.3144573015777274,0
0.0,0.0,1.0,3.0,0,0,41,1,1,114.5,4527.45,1,1,1,1,4,1.7606533511320188,1
1.0,2.0,1.0,5.0,0,1,71,24,0,105.55,7405.5,1,0,1,0,2,1.6230302289256295,0
0.0,2.0,1.0,3.0,0,0,39,1,1,106.4,4040.65,1,1,0,0,2,1.636100581313946,0
0.0,0.0,2.0,4.0,0,0,59,24,1,20.2,1192.3,0,0,0,0,0,0.3106130802870461,1
0.0,0.0,0.0,5.0,0,1,61,24,1,73.8,4616.05,0,0,1,1,2,1.134814125009109,1
0.0,3.0,1.0,0.0,0,0,2,1,0,70.7,129.2,0,0,0,0,0,1.0871457810046614,0
0.0,1.0,0.0,1.0,0,0,24,1,1,54.15,1240.25,0,1,1,0,2,0.8326583315615618,1
0.0,1.0,1.0,0.0,0,0,4,1,0,80.8,332.45,0,0,0,1,1,1.2424523211481844,0
0.0,2.0,1.0,0.0,1,0,1,1,1,89.3,89.3,0,0,0,0,0,1.3731558450313475,0
0.0,3.0,2.0,0.0,0,0,4,1,0,19.4,93.4,0,0,0,0,0,0.29831157215686605,0
1.0,1.0,2.0,0.0,0,0,4,1,0,20.4,94.5,0,0,0,0,0,0.3136884573195911,0
0.0,0.0,2.0,5.0,0,1,71,24,0,24.75,1836.9,0,0,0,0,0,0.38057790777744516,0
0.0,1.0,0.0,0.0,0,0,6,1,1,49.5,312.7,0,0,0,1,1,0.7611558155548903,1
1.0,3.0,0.0,1.0,0,1,17,1,1,66.7,1077.05,0,1,1,1,3,1.0256382403537614,0
0.0,0.0,0.0,5.0,0,0,72,24,0,59.75,4265.0,1,1,0,0,2,0.9187688884728221,0
1.0,1.0,0.0,1.0,0,1,18,1,0,25.55,467.85,0,0,0,0,0,0.3928794159076252,0
0.0,3.0,1.0,0.0,0,0,1,1,1,70.45,70.45,0,0,0,0,0,1.0833015597139803,0
0.0,3.0,2.0,0.0,0,0,3,1,0,19.85,64.55,0,0,0,0,0,0.3052311704800924,0
0.0,0.0,0.0,4.0,1,0,57,24,0,69.85,4003.0,1,0,1,1,3,1.074075428616345,0
0.0,2.0,1.0,0.0,0,0,1,1,1,69.9,69.9,0,0,0,0,0,1.0748442728744816,0
1.0,1.0,2.0,0.0,0,0,11,1,0,20.1,221.35,0,0,0,0,0,0.30907539177077364,0
0.0,1.0,2.0,0.0,0,0,5,1,1,19.65,92.05,0,0,0,0,0,0.30215579344754734,1
1.0,0.0,1.0,2.0,0,1,35,1,1,89.65,3161.6,0,1,0,0,1,1.3785377548383013,1
0.0,2.0,1.0,0.0,0,0,10,1,1,95.25,1021.55,0,1,1,0,2,1.4646483117495617,0
0.0,0.0,0.0,3.0,0,0,45,12,0,42.3,1840.75,1,0,1,1,3,0.6504422423832699,0
0.0,2.0,1.0,0.0,0,0,11,1,0,75.25,888.65,0,0,0,0,0,1.1571106084950604,0
0.0,1.0,2.0,3.0,0,0,48,24,0,20.15,982.95,0,0,0,0,0,0.30984423602890987,0
0.0,1.0,0.0,5.0,0,1,72,24,1,65.2,4784.45,1,1,1,1,4,1.0025729126096736,1
0.0,1.0,1.0,5.0,1,1,71,24,0,89.45,6435.25,0,1,1,0,2,1.3754623778057564,0
0.0,2.0,1.0,0.0,1,0,1,1,1,69.65,69.65,0,0,0,0,0,1.0710000515838003,0
0.0,2.0,0.0,0.0,0,0,5,1,1,70.05,346.4,0,0,1,0,1,1.07715080564889,0
0.0,0.0,1.0,0.0,0,0,12,1,1,79.95,1043.4,0,0,0,0,0,1.2293819687598684,1
1.0,2.0,0.0,2.0,0,1,34,24,1,40.55,1325.85,0,0,0,1,1,0.623532693348501,0
0.0,0.0,1.0,4.0,1,1,58,1,1,100.4,5749.8,0,0,0,1,1,1.5438392703375958,1
0.0,2.0,1.0,3.0,0,0,39,12,1,95.55,3692.85,1,0,1,1,3,1.4692613772983791,0
0.0,3.0,0.0,0.0,0,0,1,1,1,54.75,54.75,0,0,0,0,0,0.8418844626591968,0
0.0,2.0,1.0,2.0,1,0,30,1,1,99.7,2967.35,0,1,0,0,1,1.5330754507236881,0
0.0,3.0,1.0,0.0,0,1,5,1,1,99.15,465.05,0,1,0,1,2,1.5246181638841894,0
0.0,1.0,1.0,5.0,1,1,66,1,1,99.5,6822.15,0,0,1,0,1,1.530000073691143,1
1.0,0.0,0.0,5.0,0,1,68,24,0,85.3,5560.0,0,1,1,1,3,1.3116483043804472,0
0.0,1.0,0.0,0.0,0,0,4,1,0,51.75,201.1,0,0,0,0,0,0.7957538071710216,0
0.0,3.0,2.0,0.0,0,0,10,12,0,20.35,176.3,0,0,0,0,0,0.31291961306145494,0
0.0,0.0,1.0,3.0,1,0,41,12,1,101.1,4016.2,0,0,1,1,2,1.554603089951503,1
1.0,3.0,0.0,2.0,0,1,26,12,0,50.35,1285.8,0,0,1,0,1,0.7742261679432066,0
0.0,2.0,1.0,3.0,1,1,41,12,1,111.95,4534.9,0,1,1,1,3,1.7214422939670702,0
0.0,2.0,0.0,0.0,1,0,1,1,1,36.45,36.45,0,0,0,0,0,0.5604874641813283,0
0.0,1.0,1.0,5.0,0,0,71,24,1,113.15,7993.3,1,1,1,1,4,1.7398945561623402,1
1.0,1.0,2.0,0.0,0,1,4,12,0,24.1,73.1,0,0,0,0,0,0.3705829324216739,0
0.0,2.0,1.0,3.0,0,0,37,1,1,100.05,3810.55,0,0,1,0,1,1.5384573605306417,0
0.0,0.0,2.0,4.0,0,0,56,24,0,19.7,1051.9,0,0,0,0,0,0.3029246377056836,0
0.0,3.0,0.0,0.0,0,0,4,1,1,64.4,253.0,0,0,0,1,1,0.9902714044794937,0
0.0,1.0,2.0,5.0,0,1,68,24,0,25.05,1629.2,0,0,0,0,0,0.3851909733262627,0
0.0,3.0,2.0,4.0,0,0,58,24,0,20.8,1212.25,0,0,0,0,0,0.3198392113846812,0
0.0,3.0,0.0,0.0,0,1,2,1,1,62.15,113.1,1,0,0,0,1,0.9556734128633622,0
0.0,3.0,0.0,2.0,0,1,33,12,1,73.9,2405.05,0,0,1,1,2,1.1363518135253818,0
0.0,2.0,1.0,0.0,0,1,1,1,1,68.5,68.5,0,0,0,0,0,1.0533166336466664,0
0.0,3.0,0.0,2.0,0,0,27,12,0,78.2,2078.95,0,1,1,1,3,1.2024724197250993,0
1.0,3.0,0.0,5.0,0,1,65,24,1,90.45,5957.9,1,1,1,1,4,1.3908392629684814,0
0.0,2.0,1.0,1.0,0,0,18,1,1,90.1,1612.75,0,0,0,1,1,1.3854573531615275,0
0.0,2.0,0.0,0.0,0,0,3,1,0,44.6,122.7,0,0,0,0,0,0.6858090782575376,0
0.0,1.0,2.0,3.0,0,0,39,24,0,20.7,762.45,0,0,0,0,0,0.3183015228684086,0
0.0,1.0,0.0,2.0,0,1,31,12,1,75.5,2424.45,1,1,1,1,4,1.1609548297857417,1
0.0,2.0,1.0,4.0,1,0,51,1,1,97.8,4913.3,0,0,1,0,1,1.5038593689145106,0
1.0,0.0,2.0,5.0,0,1,72,24,0,24.75,1769.6,0,0,0,0,0,0.38057790777744516,0
0.0,2.0,1.0,0.0,0,0,7,1,1,93.85,635.6,0,0,0,0,0,1.4431206725217465,0
0.0,1.0,1.0,0.0,0,0,12,1,1,79.55,958.25,0,0,0,1,1,1.2232312146947781,1
0.0,3.0,0.0,2.0,0,0,31,12,1,79.45,2587.7,0,1,0,1,2,1.2216935261785058,0
0.0,2.0,1.0,0.0,0,0,9,1,0,75.6,661.55,1,0,0,0,1,1.162492518302014,0
0.0,2.0,0.0,0.0,0,1,12,12,0,78.85,876.75,1,0,1,0,2,1.2124673950808706,0
0.0,1.0,1.0,5.0,0,1,70,24,1,88.0,5986.45,1,1,0,1,3,1.3531658943198048,1
0.0,3.0,2.0,0.0,0,0,1,24,0,20.45,20.45,0,0,0,0,0,0.3144573015777274,0
0.0,0.0,1.0,1.0,0,0,18,1,1,75.6,1395.05,0,0,0,0,0,1.162492518302014,1
0.0,3.0,0.0,4.0,0,0,55,24,1,64.75,3617.1,0,1,1,0,2,0.9956533142864474,0
0.0,3.0,2.0,0.0,0,0,4,1,0,19.0,78.9,0,0,0,0,0,0.2921608180917761,0
0.0,3.0,2.0,0.0,0,0,3,1,0,19.85,63.75,0,0,0,0,0,0.3052311704800924,0
0.0,1.0,0.0,5.0,0,1,71,24,1,82.0,5999.85,1,0,1,1,3,1.2609045833434547,1
1.0,2.0,0.0,1.0,0,0,17,12,0,80.85,1445.95,0,1,1,1,3,1.2432211654063208,0
0.0,3.0,1.0,1.0,1,0,23,1,1,79.35,1835.3,0,0,1,0,1,1.220155837662233,0
0.0,2.0,1.0,0.0,0,0,1,1,1,80.8,80.8,0,0,0,0,0,1.2424523211481844,0
0.0,0.0,1.0,5.0,1,1,72,24,1,93.05,6735.05,1,1,1,1,4,1.4308191643915664,1
0.0,2.0,1.0,5.0,1,1,65,1,0,94.4,6126.15,1,1,1,0,3,1.4515779593612455,0
0.0,2.0,1.0,5.0,0,1,65,1,1,105.05,6914.95,1,0,1,0,2,1.6153417863442672,0
0.0,1.0,0.0,4.0,0,0,51,12,0,59.9,3043.6,1,0,0,1,2,0.9210754212472309,0
0.0,1.0,2.0,1.0,0,0,19,12,0,20.25,383.65,0,0,0,0,0,0.3113819245451824,0
0.0,3.0,1.0,0.0,0,0,1,1,0,95.65,95.65,0,0,0,0,0,1.4707990658146517,0
0.0,3.0,2.0,0.0,0,0,1,1,0,20.4,20.4,0,0,0,0,0,0.3136884573195911,0
0.0,0.0,1.0,5.0,0,1,68,24,1,110.8,7553.6,1,1,1,0,3,1.7037588760299363,1
0.0,2.0,0.0,3.0,1,1,38,1,1,24.85,955.75,0,0,0,0,0,0.38211559629371766,0
1.0,0.0,2.0,0.0,0,1,10,1,1,19.8,196.75,0,0,0,0,0,0.3044623262219561,1
0.0,0.0,2.0,0.0,0,0,12,1,0,19.45,227.45,0,0,0,0,0,0.2990804164150023,0
0.0,3.0,0.0,1.0,0,1,20,12,1,64.15,1274.45,1,0,0,1,2,0.9864271831888124,0
0.0,2.0,1.0,4.0,0,1,51,12,1,98.85,4947.55,0,0,1,0,1,1.5200050983353717,0
0.0,2.0,1.0,0.0,1,1,1,1,1,100.8,100.8,0,0,1,0,1,1.5499900244026856,0
0.0,3.0,1.0,4.0,0,0,56,1,1,105.35,5794.45,1,0,0,1,2,1.6199548518930846,0
0.0,1.0,1.0,4.0,0,0,49,24,0,100.65,4917.75,0,0,1,1,2,1.547683491628277,0
1.0,1.0,2.0,0.0,0,1,12,1,1,20.1,232.4,0,0,0,0,0,0.30907539177077364,1
1.0,1.0,1.0,4.0,0,1,55,1,1,90.4,5099.15,0,0,1,0,1,1.3900704187103452,1
0.0,3.0,0.0,0.0,0,0,1,1,1,45.05,45.05,0,0,0,0,0,0.6927286765807638,0
1.0,0.0,1.0,4.0,0,1,53,24,1,104.05,5566.4,1,1,1,1,4,1.599964901181542,1
0.0,2.0,0.0,0.0,0,0,11,1,0,51.1,531.15,0,1,0,0,1,0.7857588318152504,0
0.0,0.0,1.0,5.0,0,1,71,24,1,105.15,7555.0,0,1,1,0,2,1.6168794748605397,1
0.0,2.0,1.0,0.0,0,0,1,1,1,69.85,69.85,0,0,0,0,0,1.074075428616345,0
1.0,2.0,1.0,4.0,0,1,49,12,1,93.65,4520.15,0,1,1,0,2,1.4400452954892016,0
0.0,0.0,1.0,5.0,0,1,61,12,1,103.3,6518.35,0,0,1,1,2,1.5884322373094983,1
1.0,1.0,2.0,1.0,0,1,23,12,1,20.0,445.3,0,0,0,0,0,0.30753770325450114,1
1.0,0.0,0.0,0.0,0,0,2,1,0,60.95,134.6,1,1,0,0,2,0.9372211506680922,0
0.0,3.0,2.0,0.0,0,1,2,12,0,20.2,34.75,0,0,0,0,0,0.3106130802870461,0
1.0,2.0,1.0,0.0,0,1,8,1,1,94.75,759.55,0,0,1,0,1,1.456959869168199,0
0.0,2.0,1.0,1.0,0,1,19,1,1,86.85,1564.4,0,0,0,0,0,1.335482476382671,0
0.0,2.0,1.0,0.0,1,0,7,1,1,84.35,609.65,0,0,1,0,1,1.2970402634758584,0
0.0,3.0,0.0,0.0,0,0,1,1,0,62.05,62.05,0,0,1,1,2,0.9541357243470897,0
0.0,2.0,1.0,0.0,1,0,1,1,1,73.0,73.0,0,1,0,0,1,1.122512616878929,0
0.0,2.0,0.0,0.0,1,0,5,1,0,50.35,237.25,0,0,1,0,1,0.7742261679432066,0
0.0,3.0,2.0,0.0,0,0,2,1,0,20.3,41.2,0,0,0,0,0,0.31215076880331866,0
0.0,2.0,0.0,0.0,1,0,3,1,1,41.15,132.2,0,0,1,0,1,0.6327588244461361,0
1.0,0.0,0.0,1.0,0,1,24,1,0,81.0,1923.85,1,0,0,1,2,1.2455276981807295,0
0.0,0.0,0.0,0.0,0,0,12,1,0,43.8,540.95,0,0,0,0,0,0.6735075701273574,0
1.0,0.0,1.0,2.0,0,0,33,1,1,95.3,3275.15,1,0,1,0,2,1.4654171560076978,1
0.0,3.0,1.0,0.0,1,0,5,1,1,84.85,415.55,0,0,1,0,1,1.304728706057221,0
1.0,0.0,2.0,5.0,0,1,71,24,0,19.85,1326.35,0,0,0,0,0,0.3052311704800924,0
0.0,1.0,1.0,1.0,0,0,16,1,1,95.6,1555.65,0,1,1,0,2,1.4700302215565153,1
0.0,3.0,0.0,0.0,0,0,8,24,1,44.55,343.45,1,0,0,1,2,0.6850402339994012,0
0.0,1.0,2.0,3.0,0,0,44,24,0,20.4,905.55,0,0,0,0,0,0.3136884573195911,0
0.0,1.0,0.0,0.0,0,0,6,1,0,78.65,483.3,1,0,1,1,3,1.2093920180483257,0
0.0,0.0,1.0,5.0,0,0,69,24,1,110.5,7455.45,0,1,1,1,3,1.6991458104811188,1
0.0,3.0,0.0,2.0,0,1,36,12,0,35.35,1317.95,1,0,1,0,2,0.5435728905023307,0
0.0,2.0,1.0,1.0,1,0,13,1,1,95.05,1290.0,0,0,0,0,0,1.4615729347170165,0
0.0,0.0,0.0,3.0,0,0,38,12,0,84.1,3187.65,1,1,1,0,3,1.2931960421851771,0
0.0,2.0,2.0,0.0,0,1,1,1,1,21.0,21.0,0,0,0,0,0,0.3229145884172262,0
0.0,2.0,1.0,1.0,1,1,15,1,1,96.5,1392.25,1,0,1,0,2,1.483869418202968,0
0.0,2.0,2.0,4.0,0,0,51,12,0,19.1,1007.8,0,0,0,0,0,0.2936985066080486,0
0.0,1.0,1.0,5.0,0,1,72,24,1,109.75,7758.9,0,1,1,1,3,1.687613146609075,1
0.0,3.0,2.0,1.0,0,0,19,12,0,18.8,279.2,0,0,0,0,0,0.28908544105923106,0
1.0,2.0,1.0,3.0,0,1,45,1,1,105.15,4730.9,1,1,0,0,2,1.6168794748605397,0
1.0,0.0,0.0,1.0,0,0,14,24,0,76.1,1054.8,1,1,1,1,4,1.1701809608833766,0
1.0,0.0,2.0,5.0,0,1,72,24,0,19.95,1322.85,0,0,0,0,0,0.30676885899636486,0
0.0,3.0,1.0,0.0,0,0,1,1,1,70.15,70.15,0,0,0,0,0,1.0786884941651629,0
1.0,3.0,2.0,0.0,0,1,6,1,0,19.7,113.5,0,0,0,0,0,0.3029246377056836,0
0.0,2.0,0.0,4.0,0,1,51,1,1,49.65,2553.35,0,1,0,0,1,0.763462348329299,0
0.0,0.0,0.0,0.0,0,1,9,12,0,24.1,259.8,0,0,0,0,0,0.3705829324216739,0
1.0,2.0,0.0,0.0,0,1,1,1,0,40.1,40.1,0,0,0,1,1,0.6166130950252747,0
0.0,2.0,2.0,0.0,0,0,1,1,0,20.65,20.65,0,0,0,0,0,0.3175326786102724,0
0.0,2.0,1.0,5.0,0,0,70,12,0,98.9,6838.6,0,1,0,0,1,1.520773942593508,0
0.0,0.0,0.0,2.0,0,0,26,12,0,75.0,1908.35,1,0,0,1,2,1.1532663872043791,0
0.0,2.0,1.0,5.0,1,0,71,12,1,105.9,7521.95,0,1,1,0,2,1.6284121387325836,0
0.0,3.0,0.0,2.0,0,0,28,1,1,29.75,790.7,0,0,1,0,1,0.4574623335910704,0
0.0,2.0,0.0,2.0,1,0,35,12,1,73.0,2471.25,0,0,1,1,2,1.122512616878929,0
0.0,0.0,1.0,0.0,0,0,10,1,1,80.25,846.0,0,0,0,0,0,1.2339950343086858,1
0.0,0.0,0.0,3.0,0,1,46,1,0,55.0,2473.95,1,0,0,0,1,0.8457286839498781,0
1.0,3.0,2.0,1.0,0,1,14,24,0,18.8,255.55,0,0,0,0,0,0.28908544105923106,0
0.0,2.0,0.0,2.0,1,0,26,1,1,66.05,1652.4,0,0,0,1,1,1.0156432649979898,0
0.0,0.0,0.0,0.0,0,1,7,1,1,50.3,355.1,1,0,0,0,1,0.7734573236850703,1
0.0,1.0,1.0,5.0,0,1,67,12,1,109.7,7344.45,0,1,1,1,3,1.6868443023509387,1
0.0,2.0,0.0,3.0,0,0,44,12,0,65.4,2774.55,1,0,0,1,2,1.0056482896422188,0
0.0,1.0,0.0,2.0,0,0,30,12,0,64.5,1929.95,0,1,1,0,2,0.9918090929957661,0
0.0,3.0,0.0,0.0,0,1,1,1,1,55.3,55.3,0,0,0,0,0,0.8503417494986956,0
1.0,2.0,1.0,0.0,0,1,2,1,1,71.65,135.75,0,0,0,0,0,1.1017538219092504,0
1.0,3.0,2.0,5.0,0,1,67,24,1,24.9,1680.25,0,0,0,0,0,0.3828844405518539,0
0.0,0.0,0.0,5.0,0,0,69,12,1,35.75,2492.25,0,1,1,0,2,0.5497236445674207,1
0.0,0.0,2.0,5.0,0,0,65,24,0,26.5,1698.55,0,0,0,0,0,0.407487456812214,0
0.0,2.0,0.0,0.0,0,0,5,1,1,64.35,352.65,1,0,0,1,2,0.9895025602213573,0
0.0,2.0,1.0,4.0,0,1,51,12,1,93.5,4619.55,1,1,1,0,3,1.4377387627147928,0
0.0,2.0,1.0,5.0,0,0,72,12,1,104.95,7544.3,0,1,1,0,2,1.6138040978279946,0
1.0,3.0,1.0,1.0,0,1,22,12,1,100.05,2090.25,0,1,1,0,2,1.5384573605306417,0
0.0,2.0,1.0,0.0,0,0,3,1,0,76.1,257.6,0,0,0,0,0,1.1701809608833766,0
1.0,2.0,0.0,3.0,0,0,43,1,1,40.45,1912.85,1,1,1,0,3,0.6219950048322286,0
1.0,1.0,1.0,2.0,0,1,34,1,1,90.05,3097.0,0,0,1,0,1,1.3846885089033913,1
1.0,2.0,1.0,0.0,0,1,1,1,1,90.1,90.1,0,0,0,0,0,1.3854573531615275,0
0.0,1.0,0.0,5.0,0,1,63,24,0,83.5,5435.0,1,1,1,0,3,1.2839699110875422,0
0.0,0.0,2.0,5.0,0,1,64,12,0,19.8,1336.65,0,0,0,0,0,0.3044623262219561,0
0.0,2.0,1.0,2.0,1,0,32,1,0,90.95,2897.95,0,0,0,0,0,1.398527705549844,0
1.0,2.0,0.0,0.0,0,0,4,1,1,49.4,184.4,1,0,0,0,1,0.7596181270386178,0
1.0,0.0,0.0,4.0,0,1,51,24,0,34.2,1782.0,1,0,0,1,2,0.5258894725651969,0
0.0,0.0,0.0,2.0,0,1,30,12,0,70.25,2198.9,0,1,1,1,3,1.0802261826814352,0
0.0,3.0,0.0,0.0,0,0,4,1,1,46.0,193.6,0,0,0,0,0,0.7073367174853525,0
